region_code,region_name,municipalty_code,municipalty_name,group,lon,lat
0006,Jönköpings län,0685,Vetlanda,65.1,15.635469883004019,57.50695008540325
0006,Jönköpings län,0685,Vetlanda,65.1,15.605147441943446,57.49069808654637
0006,Jönköpings län,0685,Vetlanda,65.1,15.602013762766795,57.44566239819913
0006,Jönköpings län,0685,Vetlanda,65.1,15.546469160446621,57.46709231362422
0006,Jönköpings län,0685,Vetlanda,65.1,15.498566285344934,57.446449049512566
0006,Jönköpings län,0685,Vetlanda,65.1,15.50353031521232,57.39189389969542
0006,Jönköpings län,0685,Vetlanda,65.1,15.489426111444901,57.372840934780506
0006,Jönköpings län,0685,Vetlanda,65.1,15.506575949416503,57.32840796146085
0006,Jönköpings län,0685,Vetlanda,65.1,15.459605534538694,57.31131614729398
0006,Jönköpings län,0685,Vetlanda,65.1,15.46502251865731,57.258549519357416
0006,Jönköpings län,0685,Vetlanda,65.1,15.498833078972439,57.24567926517845
0006,Jönköpings län,0685,Vetlanda,65.1,15.529736283901203,57.199946330395555
0006,Jönköpings län,0685,Vetlanda,65.1,15.376503924979698,57.233054342777805
0006,Jönköpings län,0685,Vetlanda,65.1,15.217452181035348,57.21883229553983
0006,Jönköpings län,0685,Vetlanda,65.1,15.17152531808009,57.23774437831008
0006,Jönköpings län,0685,Vetlanda,65.1,15.111677435966834,57.23755351879863
0006,Jönköpings län,0685,Vetlanda,65.1,15.154359231962651,57.20258156804371
0006,Jönköpings län,0685,Vetlanda,65.1,15.085108673359061,57.204717278743985
0006,Jönköpings län,0685,Vetlanda,65.1,15.067522514911927,57.188846406345625
0006,Jönköpings län,0685,Vetlanda,65.1,15.02579833526678,57.17373226144386
0006,Jönköpings län,0685,Vetlanda,65.1,14.984682208992103,57.16700427007015
0006,Jönköpings län,0685,Vetlanda,65.1,14.966587429966383,57.14271030173245
0006,Jönköpings län,0685,Vetlanda,65.1,14.90985024258818,57.14044988840389
0006,Jönköpings län,0685,Vetlanda,65.1,14.893132182198435,57.19015072656891
0006,Jönköpings län,0685,Vetlanda,65.1,14.851394313766477,57.21414030147493
0006,Jönköpings län,0685,Vetlanda,65.1,14.787426907677753,57.23207381048908
0006,Jönköpings län,0685,Vetlanda,65.1,14.808621516499345,57.267059569098016
0006,Jönköpings län,0685,Vetlanda,65.1,14.814255295757174,57.329981925304494
0006,Jönköpings län,0685,Vetlanda,65.1,14.82198548394503,57.4090564987362
